min_y,min_x,max_y,max_x
12415,685,12444,714
1701,1539,1730,1568
5970,13941,5999,13970
5854,2069,5883,2098
2029,10272,2058,10301
4121,6022,4150,6051
6716,15844,6745,15873
6075,4727,6104,4756
7117,5397,7146,5426
9574,10055,9603,10084
8443,13112,8472,13141
5083,10042,5112,10071
378,1829,407,1858
692,6564,721,6593
8892,7526,8921,7555
10687,2002,10716,2031
6945,14525,6974,14554
10165,5319,10194,5348
4933,7917,4962,7946
15190,1410,15219,1439
1462,2826,1491,2855
12979,16254,13008,16283
3291,662,3320,691
15608,7584,15637,7613
2313,5297,2342,5326
14410,5480,14439,5509
15196,10314,15225,10343
7512,101,7541,130
5222,14135,5251,14164
4072,13363,4101,13392
3400,7677,3429,7706
6246,8127,6275,8156
13467,10469,13496,10498
8072,8503,8101,8532
10110,11555,10139,11584
9787,407,9816,436
5171,330,5200,359
7205,175,7234,204
5671,15682,5700,15711
4989,14834,5018,14863
15799,6851,15827,6880
16099,5289,16128,5318
14233,2778,14262,2807
9560,12318,9589,12347
55,4338,84,4367
13032,3291,13061,3320
5550,12031,5579,12060
15143,13213,15172,13242
14933,9770,14962,9799
5356,12683,5385,12712
13340,803,13369,832
4218,11333,4247,11362
1897,8038,1926,8067
14679,958,14708,987
7931,12047,7960,12076
7497,1091,7526,1120
4628,2919,4657,2948
4923,8397,4952,8426
430,7406,459,7435
8473,4276,8502,4305
1616,78,1645,107
4661,8160,4690,8189
5126,3380,5155,3409
14987,11206,15016,11235
9188,15881,9217,15910
8229,1163,8258,1192
2782,12504,2811,12533
461,7600,490,7629
14369,11611,14398,11640
8741,14367,8770,14393
5700,11867,5729,11896
934,11433,963,11462
1624,12508,1653,12537
12677,5967,12706,5996
11485,5750,11514,5779
10700,7631,10729,7660
12933,11256,12962,11285
10138,8012,10167,8041
1968,532,1997,561
10588,8066,10617,8095
14776,2735,14805,2764
12947,1648,12976,1677
6993,3888,7022,3917
10598,6110,10627,6139
8938,12489,8967,12518
8339,7326,8368,7355
4787,4321,4816,4350
8140,6420,8169,6449
14955,6509,14984,6538
10819,5645,10848,5674
8981,6395,9010,6424
14863,14056,14892,14085
11458,14673,11487,14702
9368,16214,9397,16243
6655,13171,6684,13200
6036,6274,6065,6303
4495,14187,4524,14216
1267,7553,1296,7582
4145,6390,4174,6419
8332,15716,8361,15745
15181,2502,15210,2531
16314,7476,16343,7505
1970,12005,1999,12034
14178,13373,14207,13402
8511,12694,8540,12723
14807,7248,14836,7277
854,4766,883,4795
13430,10332,13459,10361
6331,2847,6360,2876
15268,11659,15297,11688
7713,15557,7742,15586
686,5521,715,5550
9634,5825,9663,5854
14697,9040,14726,9069
14317,15519,14346,15548
11070,309,11099,338
1607,10219,1636,10248
10915,4183,10944,4212
6661,11331,6690,11360
12393,12001,12422,12030
10979,1792,11008,1821
4268,1476,4297,1505
6490,4474,6519,4503
10124,12434,10153,12463
14099,11689,14128,11718
13997,13338,14026,13367
2498,5415,2527,5433
12475,4655,12504,4684
5541,10164,5570,10193
3458,5050,3487,5079
1576,1778,1605,1807
4000,193,4029,222
10075,15563,10104,15592
8679,10767,8708,10796
6975,15105,7004,15134
9603,5383,9632,5412
6689,681,6718,710
9821,7646,9850,7675
13180,4961,13209,4990
11711,14959,11740,14988
9522,8774,9551,8803
6878,7672,6907,7701
10005,10476,10034,10505
12377,11180,12406,11209
2805,13968,2834,13997
12617,8997,12646,9026
11905,13187,11934,13216
16014,6328,16043,6357
6042,2871,6071,2900
2059,2961,2088,2990
1506,7735,1535,7764
4425,9590,4454,9619
3762,9953,3791,9982
881,4018,910,4047
6664,1222,6693,1251
2815,2624,2844,2653
489,1712,518,1741
6683,6718,6712,6747
2498,5424,2527,5453
11050,10486,11079,10515
15350,2700,15379,2729
5786,14205,5815,14234
11270,4683,11299,4712
13217,8759,13246,8788
10941,10443,10963,10472
12222,38,12251,67
7762,283,7791,312
5094,15377,5123,15406
9424,2832,9453,2861
6305,6520,6334,6549
10686,9213,10715,9242
2116,1937,2145,1966
7595,5021,7624,5050
4962,5586,4991,5615
8320,12328,8349,12357
3663,633,3691,662
4246,9185,4275,9214
11182,10557,11211,10586
4486,15589,4515,15618
11334,13251,11363,13280
10120,12895,10149,12924
7732,3694,7761,3723
15952,12904,15981,12933
10343,10733,10372,10762
347,6651,376,6680
12669,10124,12698,10153
5023,6596,5052,6625
11061,2061,11090,2090
15473,8638,15502,8667
4526,14158,4555,14187
9122,3360,9151,3389
1672,6055,1701,6084
5531,11698,5560,11727
2983,7307,3012,7336
14561,10850,14590,10879
9184,11237,9213,11266
14513,2149,14542,2178
8353,5153,8382,5182
6866,6125,6895,6154
11215,7845,11244,7874
8211,15746,8240,15775
3487,8043,3516,8072
14535,10989,14564,11018
3000,7912,3029,7941
14442,7065,14471,7094
8529,31,8558,60
6172,5302,6201,5331
4149,4226,4178,4255
11716,15264,11745,15293
5656,5127,5685,5156
6657,6765,6686,6794
277,10967,306,10996
787,15511,816,15540
10724,345,10753,374
7712,1882,7741,1911
3420,9213,3449,9242
4300,5415,4329,5444
7588,9979,7617,10008
8924,15637,8953,15666
3286,7184,3315,7213
3204,11575,3233,11604
11887,14956,11916,14985
10001,9154,10030,9183
8781,3941,8810,3970
278,8326,307,8355
2464,11271,2493,11300
177,7193,206,7222
4443,10751,4472,10780
14065,2893,14094,2922
15111,13557,15140,13586
13519,6413,13548,6442
1612,3789,1641,3818
7083,315,7112,344
2916,9844,2945,9873
13254,15286,13283,15315
11301,8776,11330,8805
8907,12579,8936,12608
4391,11688,4420,11717
15103,14137,15132,14166
3844,9866,3873,9895
1312,11988,1341,12017
11432,13129,11461,13158
12879,2141,12908,2170
12006,14989,12035,15018
2195,3287,2224,3316
16203,13713,16232,13742
13358,6659,13387,6688
10,10592,39,10621
7629,14413,7658,14442
6241,11525,6270,11554
4994,7650,5023,7679
2778,2283,2807,2312
274,10348,303,10377
8438,3684,8467,3713
3541,9989,3570,10018
2241,9185,2270,9214
2827,6795,2856,6824
15836,6109,15865,6138
3193,1896,3222,1925
1309,16017,1338,16046
4752,10576,4781,10605
13974,549,14003,578
8641,15810,8670,15839
13233,1873,13262,1902
15151,4194,15180,4223
14754,16305,14783,16334
9907,8461,9936,8490
7254,12484,7283,12513
6497,12723,6526,12752
338,9270,367,9299
11196,490,11225,519
126,12519,155,12548
11119,2026,11148,2055
445,13501,474,13530
15864,14800,15893,14829
377,14989,406,15018
15846,6608,15875,6637
12827,8000,12856,8029
4394,11019,4423,11048
15383,13789,15412,13818
4849,13988,4878,14017
8930,11888,8959,11917
5126,8680,5155,8709
2761,13991,2790,14020
10950,5114,10979,5143
11671,9073,11700,9102
15873,2975,15902,3004
4956,2394,4985,2423
5577,14644,5606,14673
11800,5733,11829,5762
13070,15131,13099,15160
13810,3154,13839,3183
14623,4565,14652,4594
9025,3931,9054,3960
11955,2337,11984,2366
2843,8861,2872,8890
7537,11397,7566,11426
14496,9682,14525,9711
8081,15958,8110,15987
15753,2086,15782,2115
14266,11187,14295,11216
13704,14192,13733,14221
10615,10263,10644,10292
15970,2111,15999,2140
10000,9087,10029,9116
16043,12189,16072,12218
14553,7537,14582,7566
12589,15759,12618,15788
5914,6727,5943,6756
10677,6404,10706,6433
11390,9886,11419,9915
14610,13984,14639,14013
9634,740,9663,769
6664,8868,6693,8897
3643,12745,3672,12774
10679,11292,10708,11321
7275,3421,7304,3450
11563,2260,11592,2289
6481,7905,6510,7934
694,4394,723,4423
2618,5758,2647,5787
1240,10803,1269,10832
9563,3164,9592,3193
14772,6226,14801,6255
5698,14835,5727,14864
12163,13489,12192,13518
2722,3961,2751,3990
5630,5363,5659,5392
4857,1274,4886,1303
5915,15427,5944,15456
7257,9018,7286,9047
7690,5185,7719,5214
9884,3871,9913,3900
12568,15028,12597,15057
4362,7760,4391,7789
14200,1041,14229,1070
4041,8418,4070,8447
1382,11742,1411,11771
6283,9739,6312,9768
1107,14636,1136,14665
14257,14555,14286,14584
13208,16285,13237,16314
12876,488,12905,517
9659,2163,9688,2192
9015,13671,9044,13700
3688,7594,3717,7623
1135,9629,1164,9658
14796,3568,14825,3597
15397,6233,15426,6262
14286,6539,14315,6568
8527,14961,8556,14990
15933,5039,15962,5068
8135,1048,8164,1077
7106,14530,7135,14559
10883,13383,10912,13412
7102,8507,7131,8536
7477,15356,7506,15385
7370,13196,7399,13225
4549,15805,4578,15834
6081,1508,6110,1537
13895,1556,13924,1585
5807,1384,5836,1413
10748,3462,10777,3491
8205,13692,8234,13721
10932,2527,10961,2556
12238,8740,12267,8769
5923,1659,5952,1688
4389,4976,4418,5005
11199,7074,11228,7103
9437,3355,9466,3384
902,13276,931,13305
11716,4836,11745,4865
10919,8926,10948,8955
1457,3600,1486,3629
16247,7430,16276,7459
9964,2049,9993,2078
6984,9779,7013,9808
1181,1979,1210,2008
3142,12812,3171,12841
11741,13328,11770,13357
7040,12174,7069,12203
12778,7467,12807,7496
8856,1777,8885,1806
2529,4008,2558,4037
15091,14523,15120,14552
387,13928,416,13957
14749,1784,14778,1813
14983,2774,15012,2803
15994,12138,16023,12167
1793,12232,1822,12261
13957,3672,13986,3701
4333,2528,4362,2557
15270,268,15299,297
1696,11947,1725,11976
5489,5388,5518,5417
1148,8420,1177,8449
13068,5556,13097,5585
4519,6453,4548,6482
3094,15797,3123,15826
11923,7355,11952,7384
4180,6341,4209,6370
13833,2061,13862,2090
6955,14131,6984,14160
3329,2096,3358,2125
2969,11614,2998,11643
8362,1358,8391,1387
4434,4953,4463,4982
14935,7567,14964,7596
13679,13609,13708,13638
2998,12466,3027,12495
6155,10465,6184,10494
7256,12643,7285,12672
3113,3215,3142,3244
15367,11794,15396,11823
5993,1015,6022,1044
3871,1654,3900,1683
2831,3485,2860,3514
4530,9637,4559,9666
3161,11041,3190,11070
9091,3992,9120,4021
11608,11173,11637,11202
11186,3734,11215,3763
2131,9460,2160,9489
6483,5005,6512,5034
9961,5235,9990,5264
2824,11880,2853,11909
10750,3014,10779,3043
10460,14843,10489,14872
10534,6996,10563,7025
495,10950,524,10979
3927,11314,3956,11343
57,6768,86,6797
9881,10746,9910,10775
2211,1727,2240,1756
12717,8220,12746,8249
3498,5430,3527,5459
2112,10087,2141,10116
12871,2109,12900,2138
13867,12962,13896,12991
9936,7883,9965,7912
14815,14395,14844,14424
13390,577,13419,606
14724,13211,14753,13240
12246,14422,12275,14451
2275,539,2304,568
15037,12985,15066,13014
12757,341,12786,370
10328,1470,10357,1499
15250,8425,15279,8454
9709,6461,9738,6490
5644,2087,5673,2116
11556,13582,11585,13611
14742,16134,14771,16163
5693,2688,5722,2717
14505,6440,14534,6469
4678,5249,4707,5278
4641,14985,4670,15014
9530,12772,9559,12801
2275,829,2304,858
13105,1941,13134,1970
1412,5117,1441,5146
14296,4495,14325,4524
2683,2015,2712,2044
14289,7825,14318,7854
14954,12019,14983,12048
92,3257,121,3286
11640,1763,11669,1792
10002,9337,10031,9366
819,9778,848,9807
11881,5358,11910,5387
1507,3345,1536,3374
11736,9661,11765,9690
9538,897,9567,926
13235,5210,13264,5239
7871,2314,7900,2343
5861,13142,5890,13171
1083,9337,1112,9366
16307,13177,16336,13206
8562,8713,8591,8742
13127,13054,13156,13083
510,5539,539,5568
9443,10596,9472,10625
2219,3519,2248,3548
15829,2841,15858,2870
3186,5185,3215,5214
7894,7035,7923,7064
10051,13873,10080,13902
1896,13255,1925,13284
12815,2273,12844,2302
8877,6408,8906,6437
3393,1716,3422,1745
13880,15184,13909,15213
3224,5656,3253,5685
15468,809,15497,838
11403,12233,11432,12262
12884,7023,12913,7052
5608,8971,5637,9000
12629,9124,12658,9153
811,3742,840,3771
8305,13316,8334,13345
7167,10232,7196,10261
7507,3513,7536,3542
996,10289,1025,10318
8147,158,8176,187
8018,4591,8047,4620
9904,13493,9933,13522
11562,4064,11591,4093
2098,14046,2118,14075
7177,1492,7206,1521
4298,10038,4327,10067
11326,11517,11355,11546
14646,659,14675,688
958,13027,987,13056
4229,7351,4258,7380
1396,1079,1425,1108
9400,6855,9429,6884
5530,7994,5559,8023
10949,11971,10978,12000
4580,3192,4609,3221
3124,3076,3153,3105
9896,11816,9925,11845
8408,11090,8437,11119
8451,141,8480,170
4605,10922,4634,10951
6482,4584,6511,4613
10704,1071,10733,1100
5105,5703,5134,5732
13690,8604,13719,8633
6353,15762,6382,15791
2197,2791,2226,2820
13261,9752,13290,9781
2321,6220,2350,6249
9555,10823,9584,10852
13884,12598,13913,12627
4959,5428,4988,5457
16212,7318,16241,7347
2064,15139,2093,15168
7011,2475,7040,2504
15856,14142,15885,14171
15081,15788,15110,15817
10123,2558,10152,2587
8622,1693,8651,1722
6579,10262,6608,10291
2095,2425,2124,2454
1788,14562,1817,14591
6143,14959,6172,14988
1670,13000,1699,13029
9563,5011,9592,5040
4244,3845,4273,3874
5625,2306,5654,2335
614,3090,643,3119
9707,8846,9736,8875
1526,8365,1555,8394
4670,10446,4699,10475
2424,3758,2453,3787
11669,12194,11698,12223
15944,12872,15973,12901
13997,1389,14026,1418
16354,12385,16383,12414
13946,12341,13975,12370
13883,9448,13912,9477
2832,3140,2861,3169
7753,3545,7782,3574
2894,9673,2923,9702
6403,12816,6432,12845
11211,4667,11240,4696
15076,13764,15105,13793
622,1830,651,1859
1143,4393,1172,4422
9750,8154,9779,8183
15376,5202,15405,5231
7299,13620,7328,13649
2377,2596,2406,2625
13030,9042,13059,9071
7495,13269,7524,13298
15231,2766,15260,2795
10221,9578,10250,9607
15570,641,15599,670
10175,13804,10204,13833
1901,10063,1930,10092
15241,476,15270,505
15284,2713,15313,2742
9675,7635,9704,7664
3239,2923,3268,2952
4269,533,4298,562
5217,5753,5246,5782
695,15923,724,15952
14601,15589,14630,15618
14705,7131,14734,7160
4922,7473,4951,7502
12876,9654,12905,9683
14821,12707,14850,12736
4254,7885,4283,7914
10888,4113,10917,4142
515,9050,544,9079
4444,1106,4473,1135
8049,11357,8078,11386
2713,14462,2742,14491
477,1827,506,1856
12420,1009,12449,1038
10277,1233,10306,1262
11376,8236,11405,8265
10248,4086,10277,4115
10803,5598,10832,5627
12422,14736,12451,14765
8607,2835,8636,2864
13171,1344,13200,1373
5091,15777,5120,15806
3295,3274,3324,3303
14333,4070,14362,4099
13177,12289,13206,12318
13446,13151,13475,13180
12017,12669,12046,12698
2577,10499,2606,10528
2511,3620,2540,3649
5205,10201,5234,10230
1531,16151,1560,16180
5257,14693,5286,14722
8633,12896,8662,12925
6768,15200,6797,15229
3010,2443,3039,2472
4428,8309,4457,8338
11862,11121,11891,11150
4188,8541,4217,8570
10115,149,10144,178
285,12262,314,12291
14820,15711,14849,15740
6342,6970,6371,6999
11856,2251,11885,2280
11687,1155,11716,1184
14795,6296,14824,6325
1152,629,1181,658
15236,8079,15265,8108
8930,434,8959,463
3962,5432,3991,5461
10241,4034,10270,4063
8601,7448,8630,7477
11592,9972,11621,10001
2151,7392,2180,7421
13432,1223,13461,1252
11663,5671,11692,5700
12456,428,12485,457
15692,7116,15721,7145
400,7383,429,7412
10353,3701,10382,3730
9715,1211,9744,1240
12782,9325,12811,9354
10994,7679,11023,7708
4044,818,4073,847
12153,6618,12182,6647
10612,1262,10641,1291
14709,13886,14738,13915
12311,7553,12340,7582
13735,12728,13764,12757
12208,11135,12237,11164
1687,1906,1716,1935
2129,12090,2158,12119
9667,11515,9696,11544
12337,3972,12361,4001
9843,760,9872,789
6153,8784,6182,8813
9808,6018,9837,6047
832,863,861,892
10225,10411,10254,10440
931,9797,960,9826
10066,6752,10095,6781
7802,2795,7831,2824
10919,10443,10948,10472
13243,5534,13272,5563
12021,10150,12050,10179
789,15555,818,15584
7368,10959,7397,10988
6923,8923,6952,8952
13317,7339,13346,7368
16212,4401,16241,4430
2432,10622,2461,10651
6628,9420,6657,9449
15372,1688,15401,1717
7357,8808,7386,8837
13950,11667,13979,11696
8837,9972,8866,10001
4724,7633,4753,7662
2402,15536,2431,15565
4924,2253,4953,2282
1107,12212,1136,12241
4600,10877,4629,10906
14997,3610,15026,3639
11515,2960,11544,2989
15364,6397,15393,6426
13612,3687,13641,3716
4054,6680,4083,6709
11735,1309,11764,1338
6791,9005,6820,9034
3368,14014,3397,14043
4235,11795,4264,11824
6707,14726,6736,14755
137,2782,166,2811
5083,329,5112,358
10169,6140,10198,6169
8694,10348,8723,10377
6733,1541,6762,1570
14789,11012,14818,11041
4111,962,4140,991
8975,10066,9004,10095
3378,1011,3407,1040
9532,702,9561,731
13538,2143,13567,2172
8727,10550,8756,10579
10308,15771,10337,15800
468,6380,497,6409
6991,7986,7020,8015
11226,534,11255,563
14201,11902,14230,11931
5387,15110,5416,15139
16291,10496,16320,10525
944,47,973,76
9023,9768,9052,9797
8098,374,8127,403
1927,1883,1956,1912
14411,15501,14440,15530
4866,9988,4895,10017
14265,5702,14294,5731
1071,4815,1100,4844
44,6085,73,6114
16043,5172,16072,5201
14378,1728,14407,1757
15184,2364,15213,2393
5621,3312,5650,3341
7498,14988,7527,15017
7856,13729,7885,13758
5138,5752,5167,5781
9226,10091,9255,10120
3153,3368,3182,3397
12571,7070,12600,7099
6426,7393,6455,7422
13147,3727,13176,3756
12385,8141,12414,8170
12562,11480,12591,11509
8908,6635,8937,6664
12214,9462,12243,9491
12436,11311,12465,11340
12296,2441,12325,2470
2229,15532,2258,15561
12051,6894,12080,6923
11813,13634,11842,13663
9544,14317,9573,14346
13126,9688,13155,9717
403,5692,432,5721
15700,10331,15729,10360
633,4859,662,4888
1424,6537,1453,6566
12816,11605,12845,11634
10928,11501,10957,11530
11530,9842,11559,9871
15700,15738,15729,15767
785,12720,814,12749
13447,8541,13476,8570
11512,12314,11541,12343
13697,12767,13726,12796
751,14322,780,14351
6481,10402,6510,10431
242,1960,271,1989
13213,14156,13242,14185
15541,13716,15570,13745
4191,11637,4220,11666
9132,12359,9161,12388
10725,15530,10754,15559
11462,1269,11491,1298
10157,14446,10186,14475
13791,2776,13820,2805
13074,4897,13103,4926
6033,9551,6062,9580
682,1632,711,1661
4238,15643,4267,15672
1093,5477,1122,5506
14761,10960,14790,10989
159,4657,188,4686
11737,11778,11766,11807
10906,2072,10935,2101
11836,6852,11865,6881
16277,8259,16306,8288
14786,12513,14815,12542
4275,6224,4304,6253
4081,647,4110,676
12654,6133,12683,6162
3918,6802,3947,6831
5582,14434,5611,14463
7791,6929,7820,6958
9577,15778,9606,15807
6711,16294,6740,16323
2269,4283,2298,4312
13036,4725,13065,4754
8491,6143,8520,6172
8790,14413,8819,14442
13221,2872,13250,2901
9824,4662,9853,4691
9343,14931,9372,14960
11190,14884,11219,14913
5013,3428,5042,3457
2595,4090,2624,4119
8046,2980,8075,3009
6930,10171,6959,10200
444,14269,473,14298
7572,12850,7601,12879
5201,14226,5230,14255
14055,8889,14084,8918
5779,6525,5808,6554
8271,8208,8300,8237
15338,559,15367,588
14758,11128,14787,11157
10071,760,10100,789
15585,16328,15614,16357
10550,11666,10579,11695
10515,15675,10544,15704
2143,3490,2172,3519
6523,6362,6552,6391
10376,8227,10405,8256
6629,12542,6658,12571
6635,9857,6664,9886
5577,13394,5606,13423
10617,8333,10646,8362
6405,9225,6434,9254
8319,1531,8348,1560
1412,6585,1441,6614
13748,12665,13777,12694
9500,5548,9529,5577
2955,8417,2984,8446
12611,13048,12640,13077
7692,10400,7721,10429
3109,7449,3138,7478
5905,13920,5934,13949
11690,11608,11719,11637
9748,8324,9777,8353
9276,11759,9305,11788
8117,8190,8146,8219
12246,7745,12275,7774
6515,9851,6544,9880
2518,8704,2547,8733
10049,3073,10078,3102
15219,10887,15248,10916
304,4259,333,4288
12247,2386,12276,2415
3532,1436,3561,1465
15638,9669,15667,9698
11788,15146,11817,15175
16053,27,16082,56
5221,5805,5250,5834
8081,9009,8110,9038
6811,6834,6840,6863
14487,3334,14516,3363
4216,6945,4245,6974
10716,685,10745,714
445,15037,474,15066
1374,5318,1403,5347
1640,12401,1669,12430
14312,5358,14341,5387
3575,11062,3604,11091
2343,1436,2372,1465
10301,11761,10330,11790
10536,369,10565,398
9489,13797,9518,13826
6607,15394,6636,15423
2346,9286,2375,9315
12445,5703,12474,5732
8629,9504,8658,9533
11022,1629,11051,1658
3202,14697,3231,14726
14834,5014,14863,5041
77,3815,106,3844
1303,2238,1332,2267
11901,15240,11930,15269
11446,5389,11475,5418
5134,5508,5163,5537
15119,11275,15148,11304
11126,14132,11155,14161
3654,7176,3683,7205
3616,5453,3645,5482
10175,1934,10204,1963
9155,15036,9184,15065
10176,4272,10205,4301
4542,339,4571,368
1904,15627,1933,15656
9237,1612,9266,1641
13462,3526,13491,3555
10199,16270,10228,16299
8367,14219,8396,14248
11614,6392,11643,6421
3046,5382,3075,5411
13680,4400,13709,4429
9483,9518,9512,9547
8705,13108,8734,13137
650,4624,679,4653
12718,8123,12747,8152
13892,7542,13921,7571
15851,15613,15880,15642
8559,3360,8588,3389
15263,11469,15292,11498
14996,5647,15025,5676
11715,2930,11744,2959
3361,88,3390,117
10476,7435,10505,7464
5878,2077,5907,2106
14881,5551,14910,5580
5774,12683,5803,12712
13503,4805,13532,4834
9162,10810,9191,10839
4006,13185,4035,13214
11330,6816,11359,6845
10801,4584,10830,4613
14907,665,14936,694
15404,12171,15433,12200
6,2047,35,2076
13718,10641,13747,10670
777,14717,806,14746
3603,15003,3632,15032
7894,826,7923,855
1699,10527,1728,10556
12375,9875,12404,9904
15831,12403,15860,12432
13081,3899,13110,3928
2319,3636,2348,3665
3543,7781,3572,7810
3444,1843,3473,1872
13646,3645,13675,3674
3044,1431,3073,1460
6111,8005,6140,8034
6077,15933,6106,15962
